,File Name,Candidate,Sentence,Propaganda Segments,Loaded_Language,"Name_Calling,Labeling",Repetition,"Exaggeration,Minimisation",Doubt,Appeal_to_fear-prejudice,Flag-Waving,Causal_Oversimplification,Slogans,Appeal_to_Authority,Black-and-White_Fallacy,Thought-terminating_Cliches,"Whataboutism,Straw_Men,Red_Herring","Obfuscation,Intentional_Vagueness,Confusion","Bandwagon,Reductio_ad_hitlerum",Num Prop
19,DT0_500.txt,DT,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
20,DT0_500.txt,DT,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV",Hillary's policies have made America less safe: Flag-Waving,,,,,,,1,,,,,,,,,1.0
21,DT0_500.txt,DT,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,"I will stand with police and protect ALL Americans: Flag-Waving, ""MAGA"": Repetition",,,,,,,1,,,,,,,,,2.0
22,DT0_500.txt,DT,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc","families are going to be safe and secure: Slogans, ""Law and order will be RESTORED"": Slogans, ""MAGA"": Repetition",,,,,,,,,2,,,,,,,3.0
23,DT0_500.txt,DT,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016","typical politician: Name_Calling,Labeling, ""all talk, no action"": Doubt",,1,,,,,,,,,,,,,,2.0
24,DT0_500.txt,DT,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,HILLARY'S BAD TAX HABIT: Loaded_Language,1,,,,,,,,,,,,,,,1.0
25,DT0_500.txt,DT,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,A Clinton economy = more taxes and more spending: Black-and-White_Fallacy,,,,,,,,,,,1,,,,,1.0
26,DT0_500.txt,DT,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,has been part of the rigged DC system for 30 years: Doubt,,,,,1,,,,,,,,,,,1.0
27,DT0_500.txt,DT,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ","Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati: Flag-Waving",,,,,,,1,,,,,,,,,1.0
28,DT0_500.txt,DT,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW,A @realDonaldTrump Administration will bring JOBS BACK: Slogans,,,,,,,,,1,,,,,,,1.0
29,DT0_500.txt,DT,Why isn't Hillary Clinton 50 points ahead? #DebateNight https://t.co/iux7icIkaT,Why isn't Hillary Clinton 50 points ahead: Doubt,,,,,1,,,,,,,,,,,1.0
30,DT0_500.txt,DT,My team of deplorables will be managing my Twitter account for this evenings debate. Tune in! #DebateNight #TrumpPence16,"team of deplorables: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
31,DT0_500.txt,DT,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.","King: Name_Calling,Labeling, ""a true champion"": Name_Calling,Labeling",,2,,,,,,,,,,,,,,2.0
32,DT0_500.txt,DT,Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu: https://t.co/VHuyE65hgi https://t.co/6KDPrQxSED,riots: Loaded_Language,1,,,,,,,,,,,,,,,1.0
33,DT0_500.txt,DT,Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,"only gotten bigger: Exaggeration,Minimisation",,,,1,,,,,,,,,,,,1.0
34,DT0_500.txt,DT,"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!","failed Benefactor: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
35,DT0_500.txt,DT,The @SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.,tremendous victory: Loaded_Language,1,,,,,,,,,,,,,,,1.0
36,DT0_500.txt,DT,Today is the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/4iW06ROvsT,MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
37,DT0_500.txt,DT,"Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!",bad judgement: Loaded_Language,1,,,,,,,,,,,,,,,1.0
38,DT0_500.txt,DT,"Join me in Roanoke, Virginia tomorrow at the Berglund Center- Coliseum ~ 6pm! Tickets available at:… https://t.co/bnEE6NX41Z","dumb: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
39,DT0_500.txt,DT,Tomorrow's the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/05NY0wJHkL,MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
40,DT0_500.txt,DT,EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q,crashing the Internet: Loaded_Language,1,,,,,,,,,,,,,,,1.0
41,DT0_500.txt,DT,Spoke with Governor @PatMcCroryNC of North Carolina today. He is doing a tremendous job under tough circumstances.,tremendous job: Loaded_Language,1,,,,,,,,,,,,,,,1.0
42,DT0_500.txt,DT,This is more than a campaign- it is a movement. #MakeAmericaGreatAgain SIGN UP TODAY &amp; WE WILL WIN! https://t.co/2XBs5SSRC3,"This is more than a campaign- it is a movement: Flag-Waving, ""MakeAmericaGreatAgain"": Repetition, ""WE WILL WIN"": Repetition",,,,,,,1,,,,,,,,,3.0
43,DT0_500.txt,DT,"Join me in Roanoke, Virginia on Saturday evening at 6pm! #MAGA https://t.co/uKG55Pznwu",MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
44,DT0_500.txt,DT,"""@ThAllenSBoucher: @DiamondandSilk @realDonaldTrump @seanhannity I love those beautiful gals."" D + S = Two amazing women!","Two amazing women: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
45,DT0_500.txt,DT,"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA",lets #MAGA: Slogans,,,,,,,,,1,,,,,,,1.0
46,DT0_500.txt,DT,"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… https://t.co/MQdp4GgLIE",Lets MAKE AMERICA SAFE: Slogans,,,,,,,,,1,,,,,,,1.0
47,DT0_500.txt,DT,"Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership.",violence: Loaded_Language,1,,,,,,,,,,,,,,,1.0
48,DT0_500.txt,DT,The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,"tragic: Loaded_Language, ""We must come together to make America safe again"": Flag-Waving",1,,,,,,,,,,,,,,,2.0
49,DT0_500.txt,DT,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… https://t.co/Lt2L3NKzyi",we will MAKE AMERICA SAF: Flag-Waving,,,,,,,1,,,,,,,,,1.0
50,DT0_500.txt,DT,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",Sleep well: Thought-terminating_Cliches,,,,,,,,,,,,1,,,,1.0
51,DT0_500.txt,DT,Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,We will bring jobs back where they belong: Slogans,,,,,,,,,1,,,,,,,1.0
52,DT0_500.txt,DT,Thank you Nevada! #AmericaFirst #MakeAmericaGreatAgain https://t.co/3KWOl2ibaW https://t.co/RJqHgq2Rn0,"Thank you Nevada: Slogans, ""MakeAmericaGreatAgain"": Repetition",,,,,,,,,1,,,,,,,2.0
53,DT0_500.txt,DT,Thank you Georgia! #AmericaFirst #MakeAmericaGreatAgain https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7,MakeAmericaGreatAgain: Repetition,,,1,,,,,,,,,,,,,1.0
54,DT0_500.txt,DT,"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",Crooked Hillary: Repetition,,,1,,,,,,,,,,,,,1.0
55,DT0_500.txt,DT,Amazing rally in Florida - this is a MOVEMENT! Join us today at https://t.co/3KWOl2ibaW. https://t.co/BF1IqPXNho,"Amazing: Loaded_Language, ""this is a MOVEMENT"": Slogans",1,,,,,,,,,,,,,,,2.0
56,DT0_500.txt,DT,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H","Together, we will MAKE AMERICA SAFE AND GREAT AGAIN: Slogans",,,,,,,,,1,,,,,,,1.0
57,DT0_500.txt,DT,"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur","Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..c: Appeal_to_fear-prejudice",,,,,,1,,,,,,,,,,1.0
58,DT0_500.txt,DT,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp; its people- how did he get thru system?,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp; its people: Doubt,,,,,1,,,,,,,,,,,1.0
59,DT0_500.txt,DT,"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!","Great job: Thought-terminating_Cliches, ""without them, we don't have a country"": Black-and-White_Fallacy",,,,,,,,,,,,1,,,,2.0
60,DT0_500.txt,DT,"""@AngPiazza: @foxandfriends @realDonaldTrump he's the ONLY candidate that will keep us safe!""","""he's the ONLY candidate that will keep us safe!"""""": Black-and-White_Fallacy",,,,,,,,,,,1,,,,,1.0
61,DT0_500.txt,DT,"Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!","Terrible: Loaded_Language, ""Thinking of"": Loaded_Language, ""all Americans"": Flag-Waving, ""We need to be strong"": Slogans",2,,,,,,,,,,,,,,,4.0
62,DT0_500.txt,DT,"I would like to express my warmest regards, best wishes and condolences to all of the families and victims of the horrible bombing in NYC.",horrible: Loaded_Language,1,,,,,,,,,,,,,,,1.0
63,DT0_500.txt,DT,"Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.",Look at the mess the U.S. is in: Flag-Waving,,,,,,,1,,,,,,,,,1.0
64,DT0_500.txt,DT,"My lawyers want to sue the failing @nytimes so badly for irresponsible intent. I said no (for now), but they are watching. Really disgusting","the failing @nytimes so badly: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
65,DT0_500.txt,DT,"The failing @nytimes has gone nuts that Crooked Hillary is doing so badly. They are willing to say anything, has become a laughingstock rag!","Really disgusting The failing @nytimes has gone nuts that Crooked Hillary: Loaded_Language, ""a laughingstock rag"": Name_Calling,Labeling",1,,,,,,,,,,,,,,,2.0
66,DT0_500.txt,DT,"Crazy Maureen Dowd, the wacky columnist for the failing @nytimes, pretends she knows me well--wrong!","the wacky columnist: Name_Calling,Labeling, ""the failing @nytimes"": Repetition",,1,,,,,,,,,,,,,,2.0
67,DT0_500.txt,DT,"Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!","Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said: Doubt",,,,,1,,,,,,,,,,,1.0
68,DT0_500.txt,DT,".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!","A neurotic dope: Name_Calling,Labeling, ""CNN just doesn't get it, and that's why their ratings are so low - and getting worse"": Doubt, ""Boring anti-Trump panelists, mostly losers in life"": Name_Calling,Labeling",,2,,,,,,,,,,,,,,3.0
69,DT0_500.txt,DT,Crooked Hillary wants to take your 2nd Amendment rights away. Will guns be taken from her heavily armed Secret Service detail? Maybe not!,"a total disaster: Name_Calling,Labeling, ""Crooked Hillary"": Repetition",,1,,,,,,,,,,,,,,2.0
70,DT0_500.txt,DT,"""Donald Trump’s birther event is the greatest trick he’s ever pulled"" https://t.co/zvVQnxeiQ9","""the greatest trick he’s ever pulled"""""": Exaggeration,Minimisation",,,,1,,,,,,,,,,,,1.0
71,DT0_500.txt,DT,Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget! https://t.co/5qTDijU3hn,"fantastic: Loaded_Language, ""I love you all"": Thought-terminating_Cliches, ""We will #MAGA"": Repetition, ""Thank you for the incredible support"": Exaggeration,Minimisation",1,,,,,,,,,,,,,,,4.0
72,DT0_500.txt,DT,I am truly honored and grateful for receiving SO much support from our American heroes...https://t.co/S9bvbysiOr https://t.co/JJQncd3zhf,"I am truly honored and grateful for receiving SO much support: Exaggeration,Minimisation, ""our American heroes...https://t.co/S9bvbysiOr"": Flag-Waving",,,,1,,,,,,,,,,,,2.0
73,DT0_500.txt,DT,"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation &amp; job creation! https://t.co/cvu20ZQSVJ","Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation &amp: Flag-Waving",,,,,,,1,,,,,,,,,1.0
74,DT0_500.txt,DT,What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v,"What a scary statistic: Loaded_Language, ""Americans are"": Flag-Waving",1,,,,,,,,,,,,,,,2.0
75,DT0_500.txt,DT,Full transcript of economic plan- delivered to the Economic Club of New York. #MAGA https://t.co/xiu9AUiSSD https://t.co/Fsy1diPWjU,MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
76,DT0_500.txt,DT,Thank you to all of our law enforcement officers - across America! #LESM #MAGA https://t.co/Mcbc2JzhN2 https://t.co/4MTmR8kXVb,"Thank you to all of our law enforcement officers: Slogans, ""MAGA"": Repetition",,,,,,,,,1,,,,,,,2.0
77,DT0_500.txt,DT,Thank you for having me! I enjoyed the tour and spending time with everyone. See you soon. #MAGA https://t.co/eNtS7IBPDo,MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
78,DT0_500.txt,DT,I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!,"weak understanding: Repetition, ""Iraq = disaster. We can do much better"": Exaggeration,Minimisation",,,1,,,,,,,,,,,,,2.0
79,DT0_500.txt,DT,Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst https://t.co/3KWOl2ibaW https://t.co/27sR3MjjXc,MAGA #A: Repetition,,,1,,,,,,,,,,,,,1.0
80,DT0_500.txt,DT,"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW https://t.co/4MvwUj9eX9",MAKE AMERICA GREAT AGAIN: Repetition,,,1,,,,,,,,,,,,,1.0
81,DT0_500.txt,DT,Honor to have been interviewed by the very wonderful @bishopwtjackson in Detroit last week - tune in at 9pmE. Enjoy! https://t.co/9ahPnfhQ5N,"the very wonderful: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
82,DT0_500.txt,DT,Why isn't President Obama working instead of campaigning for Hillary Clinton?,Why isn't President Obama working instead of campaigning for Hillary Clinton: Doubt,,,,,1,,,,,,,,,,,1.0
83,DT0_500.txt,DT,Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.co/ZktSYF01SH,"a candidate of destiny: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
84,DT0_500.txt,DT,CHILD CARE REFORMS THAT WILL MAKE AMERICA GREAT AGAIN! Transcript: https://t.co/rntyxBSb9J https://t.co/5SWmxfVfto https://t.co/j389Quo4bg,THAT WILL MAKE AMERICA GREAT AGAIN: Repetition,,,1,,,,,,,,,,,,,1.0
85,DT0_500.txt,DT,"Join us today! Together, we will #MakeAmericaGreatAgain! https://t.co/v40n8RXgti https://t.co/e3KQfBR2K8",MakeAmericaGreatAgain: Repetition,,,1,,,,,,,,,,,,,1.0
86,DT0_500.txt,DT,Heading to Iowa- join me today at noon! #MakeAmericaGreatAgain Tickets: https://t.co/TEY6BbCyxt https://t.co/QyR2MDYYbZ,MakeAmericaGreatAgain: Repetition,,,1,,,,,,,,,,,,,1.0
87,DT0_500.txt,DT,Stopped by @TrumpDC to thank all of the tremendous men &amp; women for their hard work! https://t.co/oGcJL4N454,"MAGA: Repetition, ""tremendous men &amp; women"": Loaded_Language",,,1,,,,,,,,,,,,,2.0
88,DT0_500.txt,DT,"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!","seriously failing @nytimes: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
89,DT0_500.txt,DT,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,"dishonest hits: Loaded_Language, ""What a terrible thing she said"": Loaded_Language",2,,,,,,,,,,,,,,,2.0
90,DT0_500.txt,DT,"RT if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.","so many great Americans: Flag-Waving, ""We need a President who is fighting for all Americans, not one who writes off nearly half the country"": Flag-Waving",,,,,,,2,,,,,,,,,2.0
91,DT0_500.txt,DT,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",horrible things: Loaded_Language,1,,,,,,,,,,,,,,,1.0
92,DT0_500.txt,DT,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!","Sass: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
93,DT0_500.txt,DT,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!","Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people: Flag-Waving",,,,,,,1,,,,,,,,,1.0
94,DT0_500.txt,DT,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!","a wonderful and truly respected woman: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
95,DT0_500.txt,DT,"""@Stvzbnk: Just Watched @tonyschwartz. Obviously Tony is a Total Whack Job @realDonaldTrump""","a Total Whack Job: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
96,DT0_500.txt,DT,"I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!","Super lib, Crooked H supporter. Irrelevant dope: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
97,DT0_500.txt,DT,"Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!","Dummy writer: Name_Calling,Labeling, ""hostile basket case who feels"": Name_Calling,Labeling",,2,,,,,,,,,,,,,,2.0
98,DT0_500.txt,DT,Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. #AmericaFirst https://t.co/vzKtRxzvwv,we are going to MAKE AMERICA GREAT AGAIN: Slogans,,,,,,,,,1,,,,,,,1.0
99,DT0_500.txt,DT,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/3KWOl20zMm https://t.co/n026nE4XIp","Thank you Ohio: Slogans, ""Together, we will MAKE AMERICA GREAT AGAIN"": Slogans",,,,,,,,,2,,,,,,,2.0
100,DT0_500.txt,DT,Great honor to be endorsed by popular &amp; successful @gov_gilmore of VA. A state that I very much want to win-THX Jim! https://t.co/x4Y1TAFHvn,"Great honor: Loaded_Language, ""amp; successful"": Loaded_Language, ""A state"": Flag-Waving",2,,,,,,,,,,,,,,,3.0
101,DT0_500.txt,DT,MAKE AMERICA GREAT AGAIN! #AmericaFirst #ImWithYou https://t.co/JIlNW7myEN,MAKE AMERICA GREAT AGAIN: Repetition,,,1,,,,,,,,,,,,,1.0
102,DT0_500.txt,DT,Join @TeamTrump on Saturday for National Day of Action as we work to #MakeAmericaGreatAgain! https://t.co/hyclkzPoBR https://t.co/0DWIvJpoJG,"so badly: Loaded_Language, ""Funny"": Loaded_Language, ""MakeAmericaGreatAgain"": Repetition",2,,,,,,,,,,,,,,,3.0
103,DT0_500.txt,DT,.@CNN is unwatchable. Their news on me is fiction. They are a disgrace to the broadcasting industry and an arm of the Clinton campaign.,CNN is unwatchable. Their news on me is fiction. They are a disgrace to the broadcasting industry and an arm of the Clinton campaign: Doubt,,,,,1,,,,,,,,,,,1.0
104,DT0_500.txt,DT,The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!,"total waste of time: Exaggeration,Minimisation",,,,1,,,,,,,,,,,,1.0
105,DT0_500.txt,DT,Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGA https://t.co/C5ipaxUN7B,"A joke: Repetition, ""MAGA"": Repetition",,,2,,,,,,,,,,,,,2.0
106,DT0_500.txt,DT,It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails &amp; the veteran who said she should be in jail.,"very dumb answer: Loaded_Language, ""the veteran who said she should be in jail"": Name_Calling,Labeling",1,,,,,,,,,,,,,,,2.0
107,DT0_500.txt,DT,"With Luis, Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted.",wonderful deals: Loaded_Language,1,,,,,,,,,,,,,,,1.0
108,DT0_500.txt,DT,Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.,"brilliant finance: Name_Calling,Labeling, ""wonderful man"": Name_Calling,Labeling",,2,,,,,,,,,,,,,,2.0
109,DT0_500.txt,DT,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,She is totally confused. Unfit to serve as #POTUS: Doubt,,,,,1,,,,,,,,,,,1.0
110,DT0_500.txt,DT,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,"disastrous: Loaded_Language, ""She's being decimated by the media"": Exaggeration,Minimisation",1,,,,,,,,,,,,,,,2.0
111,DT0_500.txt,DT,Last nights winner was clear &amp; it will be proven time &amp; time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9rGmBH,lets #MAGA!! Lets WIN: Slogans,,,,,,,,,1,,,,,,,1.0
112,DT0_500.txt,DT,Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB,"Thank you America: Repetition, ""great"": Loaded_Language",,,1,,,,,,,,,,,,,2.0
113,DT0_500.txt,DT,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,"fantastic veterans: Name_Calling,Labeling",,1,,,,,,,,,,,,,,1.0
114,DT0_500.txt,DT,"Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! #AmericaFirst https://t.co/6Nwu7EMJ9d","if elected, I will think big for our country &amp: Flag-Waving, ""never let the American people down"": Flag-Waving",,,,,,,2,,,,,,,,,2.0
115,DT0_500.txt,DT,"""@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias",MAGA: Repetition,,,1,,,,,,,,,,,,,1.0
